CreatedByDsc,CreatedByName,DefaultUoMIdDsc,DefaultUoMIdName,DefaultUoMScheduleIdDsc,DefaultUoMScheduleIdName,ModifiedByDsc,ModifiedByName,OrganizationIdDsc,OrganizationIdName,PriceLevelIdDsc,PriceLevelIdName,SubjectIdDsc,SubjectIdName,DeletionStateCode,Name,Description,ProductTypeCode,ProductUrl,Price,IsKit,ProductNumber,Size,CurrentCost,StockVolume,StandardCost,StockWeight,QuantityDecimal,QuantityOnHand,IsStockItem,SupplierName,VendorName,VendorPartNumber,CreatedOn,ModifiedOn,StateCode,StatusCode
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Touring Bikes,0,"Touring-1000 Yellow, 60",Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1,,2384.07,FALSE,BK-T79Y-60,60,1817.1382,,1764.2118,25.9,0,151,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-650 Black, 44","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",1,,782.99,FALSE,BK-R50B-44,44,591.0009,,579.4126,18.77273,0,148,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-650 Black, 48","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",1,,782.99,FALSE,BK-R50B-48,48,591.0009,,579.4126,19.125,0,133,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-750 Black, 52",Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,1,,539.99,FALSE,BK-R19B-52,52,407.5845,,399.5926,20.42308,0,194,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-550-W Yellow, 48","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1,,1120.49,FALSE,BK-R64Y-48,48,845.7459,,829.1626,18.67857,0,134,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Short-sleeve classic jersey, M","short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",1,,53.99,FALSE,SJ-0194-M,M,35.9303,,29.6945,,0,0,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Mtn Frame - Black, 42","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",1,,249.79,FALSE,FR-M21B-42,42,207.026,,184.8446,2.92,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,1,,404.99,FALSE,CS-9183,,323.668,,299.6926,575,0,923,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-200 Silver, 42",Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,1,,2319.99,FALSE,BK-M68S-42,42,1733.9605,,1716.7926,23.77273,0,223,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,LL Mtn Handlebars,All-purpose bar for on or off-road.,1,,44.54,FALSE,HB-M243,,34.278,,32.9596,,0,859,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Touring Frame - Blue, 62",Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,1,,333.42,FALSE,FR-T67U-62,62,286.2077,,246.7308,3.2,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-450 Red, 60","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",1,,1457.99,FALSE,BK-R68R-60,60,1100.4909,,1078.9126,17.9,0,137,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,Headlights - weatherproof,Rugged weatherproof headlight,1,,44.99,FALSE,LT-H903,,32.9102,,24.7445,,0,216,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,1,,91.57,FALSE,HB-T928,,70.4723,,67.7618,,0,792,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"ML Mtn Frame - Black, 44",The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,1,,348.76,FALSE,FR-M63B-44,44,289.0523,,258.0824,2.81,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Touring Frame - Yellow, 62",Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,1,,333.42,FALSE,FR-T67Y-62,62,286.2077,,246.7308,3.2,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"men's sports shorts, L",Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers,1,,59.99,FALSE,SH-M897-L,L,40.2533,,32.9945,,0,144,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-350-W Yellow, 40","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1,,1700.99,FALSE,BK-R79Y-40,40,1283.9073,,1258.7326,15.35,0,185,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-650 Red, 60","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",1,,782.99,FALSE,BK-R50R-60,60,591.0009,,579.4126,19.9,0,185,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,LL Mtn Rear Wheel,Replacement rear mountain wheel for entry-level rider.,1,,87.745,FALSE,RW-M423,,75.9696,,64.9313,,0,681,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-650 Red, 48","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",1,,782.99,FALSE,BK-R50R-48,48,591.0009,,579.4126,19.125,0,223,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-250 Red, 52","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",1,,2443.35,FALSE,BK-R89R-52,52,1844.2406,,1808.079,15.42308,0,148,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,1,,245.01,FALSE,RW-T905,,212.1297,,181.3074,,0,741,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"ML Road Frame - Red, 58","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",1,,594.83,FALSE,FR-R72R-58,58,501.7986,,440.1742,2.36,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Touring Bikes,0,"Touring-3000 Yellow, 62","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",1,,742.35,FALSE,BK-T18Y-62,62,565.8192,,549.339,30,0,163,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-500 Silver, 40","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",1,,564.99,FALSE,BK-M18S-40,40,422.2735,,418.0926,27.35,0,154,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",1,,24.99,FALSE,TI-M267,,18.83,,13.7445,,0,865,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"ML Mtn Frame - Black, 48",The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,1,,348.76,FALSE,FR-M63B-48,48,289.0523,,258.0824,2.85,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,water bottle 30 oz,AWC logo water bottle - holds 30 oz; leak-proof,1,,4.99,FALSE,WB-H098,,3.513,,2.7445,,0,252,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"long-sleeve logo jersey, S",unisex long-sleeve AWC logo microfiber cycling jersey,1,,49.99,FALSE,LJ-0192-S,S,33.2683,,27.4945,,0,144,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single pair,0,Unit pair,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,ML Mountain Pedal,"Lightweight, durable, clipless pedal with adjustable tension.",1,,62.09,FALSE,PD-M340,,51.9197,,45.9466,215,0,507,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single pair,0,Unit pair,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,1,,106.5,FALSE,FB-9873,,83.5386,,78.81,317,0,767,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"HL Touring Frame - Yellow, 60",The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1,,1003.91,FALSE,FR-T98Y-60,60,861.7563,,742.8934,3.08,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single pair,0,Unit pair,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,Rear Brakes,Refillable shoes; polished aluminum calipers.,1,,106.5,FALSE,RB-9231,,89.0553,,78.81,317,0,723,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Men's bib-short, S","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",1,,89.99,FALSE,SB-M891-S,S,58.4035,,49.4945,,0,72,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-150 Red, 44","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",1,,3578.27,FALSE,BK-R93R-44,44,2700.8782,,2647.9198,13.77273,0,223,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Touring Bikes,0,"Touring-1000 Blue, 46",Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1,,2384.07,FALSE,BK-T79U-46,46,1817.1382,,1764.2118,25.125,0,185,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"long-sleeve logo jersey, L",unisex long-sleeve AWC logo microfiber cycling jersey,1,,49.99,FALSE,LJ-0192-L,L,33.2683,,27.4945,,0,216,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Touring Frame - Yellow, 44",Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,1,,333.42,FALSE,FR-T67Y-44,44,286.2077,,246.7308,3.02,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"HL Touring Frame - Yellow, 54",The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1,,1003.91,FALSE,FR-T98Y-54,54,861.7563,,742.8934,3.04,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,Road Tire Tube,Conventional all-purpose tube.,1,,3.99,FALSE,TT-R982,,3.0065,,2.1945,,0,789,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single pair,0,Unit pair,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Racing Socks, M","Thin, lightweight and durable with cuffs that stay up.",1,,8.99,FALSE,SO-R-809-M,M,6.0817,,4.9445,,0,252,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,LL Bottom Bracket,Chromoly steel.,1,,53.99,FALSE,BB-7421,,41.9502,,39.9526,223,0,814,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,1,,357.06,FALSE,RW-R820,,309.1425,,264.2244,890,0,716,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-750 Black, 44",Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,1,,539.99,FALSE,BK-R19B-44,44,407.5845,,399.5926,19.77273,0,153,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,Hydration pack -70oz,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt",1,,54.99,FALSE,HY-1023-70,70,39.9227,,30.2445,,0,108,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,LL Crankset,Super rigid spindle.,1,,175.49,FALSE,CS-4759,,140.2516,,129.8626,600,0,885,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"ML Road Frame-W - Yellow, 44","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",1,,594.83,FALSE,FR-R72Y-44,44,501.7986,,440.1742,2.3,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-200 Black, 42",Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,1,,2294.99,FALSE,BK-M68B-42,42,1715.2755,,1698.2926,23.77273,0,148,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-450 Red, 58","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",1,,1457.99,FALSE,BK-R68R-58,58,1100.4909,,1078.9126,17.7931,0,148,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Road Frame - Red, 58","The LL Frame provides a safe, comfortable ride, while offering superior bumb absorption in a value-priced aluminum frame.",1,,337.22,FALSE,FR-R38R-58,58,284.4788,,249.5428,2.46,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"ML Mtn Frame - Black, 38",The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,1,,348.76,FALSE,FR-M63B-38,38,289.0523,,258.0824,2.73,0,767,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,Hitch rack - 4 bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",1,,120,FALSE,RA-H123,,83.16,,66,,0,0,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-100 Black, 44","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",1,,3374.99,FALSE,BK-M82B-44,44,2522.4675,,2497.4926,21.125,0,149,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Road Frame - Black, 58","The LL Frame provides a safe, comfortable ride, while offering superior bumb absorption in a value-priced aluminum frame.",1,,337.22,FALSE,FR-R38B-58,58,284.4788,,249.5428,2.46,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Touring Bikes,0,"Touring-3000 Yellow, 54","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",1,,742.35,FALSE,BK-T18Y-54,54,565.8192,,549.339,29.42308,0,162,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-200 Silver, 46",Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,1,,2319.99,FALSE,BK-M68S-46,46,1733.9605,,1716.7926,24.125,0,140,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,All-purpose bike stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,1,,159,FALSE,ST-1401,,111.0615,,87.45,,0,144,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single pair,0,Unit pair,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Half-finger  Gloves, S","Full padding, improved finger flex, durable palm, adjustable closure.",1,,24.49,FALSE,GL-H102-S,S,16.1634,,13.4695,,0,324,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-100 Black, 42","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",1,,3374.99,FALSE,BK-M82B-42,42,2522.4675,,2497.4926,20.77273,0,194,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-450 Red, 52","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",1,,1457.99,FALSE,BK-R68R-52,52,1100.4909,,1078.9126,17.42308,0,165,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-100 Silver, 44","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",1,,3399.99,FALSE,BK-M82S-44,44,2541.1525,,2515.9926,21.125,0,158,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Sport-100 helmet, Black","Universal fit, well-vented, lightweight , snap-on visor.",1,,34.99,FALSE,HL-U509-BL,,25.2103,,19.2445,,0,324,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-500 Silver, 52","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",1,,564.99,FALSE,BK-M18S-52,52,422.2735,,418.0926,28.67857,0,194,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-150 Red, 48","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",1,,3578.27,FALSE,BK-R93R-48,48,2700.8782,,2647.9198,14.125,0,140,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-150 Red, 52","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",1,,3578.27,FALSE,BK-R93R-52,52,2700.8782,,2647.9198,14.42308,0,128,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,1,,52.64,FALSE,SE-T924,,44.7966,,38.9536,,0,989,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Mtn Frame - Silver, 40","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",1,,264.05,FALSE,FR-M21S-40,40,218.8446,,195.397,2.88,0,682,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Women's tights, L",Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,1,,74.99,FALSE,TG-W091-L,L,51.1432,,41.2445,,0,36,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"HL Mtn Frame - Black, 38",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumbs.,1,,1349.6,FALSE,FR-M94B-38,38,1118.5485,,998.704,2.68,0,834,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Classic Vest, M","Light-weight, wind-resistant, packs to fit into a pocket.",1,,63.5,FALSE,VE-C304-M,M,43.6563,,34.925,,0,216,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,1,,275.385,FALSE,RW-R762,,238.4283,,203.7849,1000,0,837,TRUE,,,,8/30/2007,8/30/2007,0,1
